"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.q_strings","Answer.taskAnswers","Approve","Reject"
"3YLPJ8OXYMBLA3ED5J746WXM66Z4XU","3EETFKUFDE32FVZPI5ZEI39K0WF6FB","Evaluating Lip-Sync Talking Videos","In this task, you will compare 9 pairs of short lip-sync videos (with audio) based on 3 criteria.","Computer vision, Lip-Sync, Evaluation, User study, Computer graphic, AI, Machine learning, Deep learning","$0.30","Thu May 22 00:36:47 PDT 2025","1","BatchId:5321077;OriginalHitTemplateId:920937340;","1800","259200","Fri May 23 00:36:47 PDT 2025","","","3SUWZRL0MDBT6AP4J4FT4PSNI62E6A","A2DU5LUV8A4QKV","Submitted","Thu May 22 00:36:51 PDT 2025","Thu May 22 00:53:02 PDT 2025","Sun May 25 00:53:02 PDT 2025","","","","971","0% (0/0)","0% (0/0)","0% (0/0)","pair_306_B_ga_vs_ours#pair_304_B_ours_vs_talkg#pair_302_B_ours_vs_instag#pair_460_B_talkg_vs_ours#pair_074_B_instag_vs_ours#pair_306_A_ours_vs_ga#pair_304_A_ours_vs_instag#pair_253_B_talkg_vs_ours#pair_074_A_talkg_vs_ours","[{""074_A_talkg_ours_q1"":{""ours"":true,""talkg"":false},""074_A_talkg_ours_q2"":{""ours"":true,""talkg"":false},""074_A_talkg_ours_q3"":{""ours"":false,""talkg"":true},""074_B_instag_ours_q1"":{""instag"":false,""ours"":true},""074_B_instag_ours_q2"":{""instag"":false,""ours"":true},""074_B_instag_ours_q3"":{""instag"":true,""ours"":false},""253_B_talkg_ours_q1"":{""ours"":true,""talkg"":false},""253_B_talkg_ours_q2"":{""ours"":true,""talkg"":false},""253_B_talkg_ours_q3"":{""ours"":false,""talkg"":true},""302_B_ours_instag_q1"":{""instag"":false,""ours"":true},""302_B_ours_instag_q2"":{""instag"":false,""ours"":true},""302_B_ours_instag_q3"":{""instag"":true,""ours"":false},""304_A_ours_instag_q1"":{""instag"":false,""ours"":true},""304_A_ours_instag_q2"":{""instag"":false,""ours"":true},""304_A_ours_instag_q3"":{""instag"":true,""ours"":false},""304_B_ours_talkg_q1"":{""ours"":true,""talkg"":false},""304_B_ours_talkg_q2"":{""ours"":true,""talkg"":false},""304_B_ours_talkg_q3"":{""ours"":false,""talkg"":true},""306_A_ours_ga_q1"":{""ga"":false,""ours"":true},""306_A_ours_ga_q2"":{""ga"":false,""ours"":true},""306_A_ours_ga_q3"":{""ga"":true,""ours"":false},""306_B_ga_ours_q1"":{""ga"":false,""ours"":true},""306_B_ga_ours_q2"":{""ga"":false,""ours"":true},""306_B_ga_ours_q3"":{""ga"":true,""ours"":false},""460_B_talkg_ours_q1"":{""ours"":true,""talkg"":false},""460_B_talkg_ours_q2"":{""ours"":true,""talkg"":false},""460_B_talkg_ours_q3"":{""ours"":false,""talkg"":true}}]"
"3FHTJGYT91YWDA56ETZOL88MUCZGP5","3EETFKUFDE32FVZPI5ZEI39K0WF6FB","Evaluating Lip-Sync Talking Videos","In this task, you will compare 9 pairs of short lip-sync videos (with audio) based on 3 criteria.","Computer vision, Lip-Sync, Evaluation, User study, Computer graphic, AI, Machine learning, Deep learning","$0.30","Thu May 22 00:36:47 PDT 2025","1","BatchId:5321077;OriginalHitTemplateId:920937340;","1800","259200","Fri May 23 00:36:47 PDT 2025","","","3IQ1VMJRY8IDYGAQ16GJSGTYNSC9AL","A277UK375O5RUE","Submitted","Thu May 22 01:07:11 PDT 2025","Thu May 22 01:35:38 PDT 2025","Sun May 25 01:35:38 PDT 2025","","","","1707","0% (0/0)","0% (0/0)","0% (0/0)","pair_104_B_ours_vs_talkg#pair_253_B_ours_vs_ga#pair_253_A_ours_vs_instag#pair_264_B_ours_vs_instag#pair_306_B_ga_vs_ours#pair_264_B_ga_vs_ours#pair_304_A_instag_vs_ours#pair_074_B_ga_vs_ours#pair_218_A_ga_vs_ours","[{""074_B_ga_ours_q1"":{""ga"":false,""ours"":true},""074_B_ga_ours_q2"":{""ga"":false,""ours"":true},""074_B_ga_ours_q3"":{""ga"":false,""ours"":true},""104_B_ours_talkg_q1"":{""ours"":true,""talkg"":false},""104_B_ours_talkg_q2"":{""ours"":true,""talkg"":false},""104_B_ours_talkg_q3"":{""ours"":false,""talkg"":true},""218_A_ga_ours_q1"":{""ga"":false,""ours"":true},""218_A_ga_ours_q2"":{""ga"":false,""ours"":true},""218_A_ga_ours_q3"":{""ga"":false,""ours"":true},""253_A_ours_instag_q1"":{""instag"":true,""ours"":false},""253_A_ours_instag_q2"":{""instag"":true,""ours"":false},""253_A_ours_instag_q3"":{""instag"":false,""ours"":true},""253_B_ours_ga_q1"":{""ga"":false,""ours"":true},""253_B_ours_ga_q2"":{""ga"":false,""ours"":true},""253_B_ours_ga_q3"":{""ga"":false,""ours"":true},""264_B_ga_ours_q1"":{""ga"":true,""ours"":false},""264_B_ga_ours_q2"":{""ga"":false,""ours"":true},""264_B_ga_ours_q3"":{""ga"":false,""ours"":true},""264_B_ours_instag_q1"":{""instag"":false,""ours"":true},""264_B_ours_instag_q2"":{""instag"":false,""ours"":true},""264_B_ours_instag_q3"":{""instag"":true,""ours"":false},""304_A_instag_ours_q1"":{""instag"":false,""ours"":true},""304_A_instag_ours_q2"":{""instag"":false,""ours"":true},""304_A_instag_ours_q3"":{""instag"":false,""ours"":true},""306_B_ga_ours_q1"":{""ga"":false,""ours"":true},""306_B_ga_ours_q2"":{""ga"":false,""ours"":true},""306_B_ga_ours_q3"":{""ga"":false,""ours"":true}}]"
"3PR3LXCWTTXM79KPME3VN482SYD9XV","3EETFKUFDE32FVZPI5ZEI39K0WF6FB","Evaluating Lip-Sync Talking Videos","In this task, you will compare 9 pairs of short lip-sync videos (with audio) based on 3 criteria.","Computer vision, Lip-Sync, Evaluation, User study, Computer graphic, AI, Machine learning, Deep learning","$0.30","Thu May 22 00:36:47 PDT 2025","1","BatchId:5321077;OriginalHitTemplateId:920937340;","1800","259200","Fri May 23 00:36:47 PDT 2025","","","3NVC2EB655XSFWJD03TP4P8JQR53Y8","A354PJI5FUTR2Y","Submitted","Thu May 22 00:36:52 PDT 2025","Thu May 22 00:45:15 PDT 2025","Sun May 25 00:45:15 PDT 2025","","","","503","0% (0/0)","0% (0/0)","0% (0/0)","pair_218_A_ours_vs_instag#pair_218_B_ours_vs_instag#pair_253_A_ga_vs_ours#pair_218_B_ga_vs_ours#pair_460_A_ours_vs_instag#pair_264_B_ga_vs_ours#pair_306_B_ga_vs_ours#pair_306_A_ours_vs_instag#pair_264_A_ours_vs_talkg","[{""218_A_ours_instag_q1"":{""instag"":true,""ours"":false},""218_A_ours_instag_q2"":{""instag"":false,""ours"":true},""218_A_ours_instag_q3"":{""instag"":false,""ours"":true},""218_B_ga_ours_q1"":{""ga"":false,""ours"":true},""218_B_ga_ours_q2"":{""ga"":false,""ours"":true},""218_B_ga_ours_q3"":{""ga"":false,""ours"":true},""218_B_ours_instag_q1"":{""instag"":true,""ours"":false},""218_B_ours_instag_q2"":{""instag"":false,""ours"":true},""218_B_ours_instag_q3"":{""instag"":false,""ours"":true},""253_A_ga_ours_q1"":{""ga"":false,""ours"":true},""253_A_ga_ours_q2"":{""ga"":false,""ours"":true},""253_A_ga_ours_q3"":{""ga"":false,""ours"":true},""264_A_ours_talkg_q1"":{""ours"":false,""talkg"":true},""264_A_ours_talkg_q2"":{""ours"":true,""talkg"":false},""264_A_ours_talkg_q3"":{""ours"":true,""talkg"":false},""264_B_ga_ours_q1"":{""ga"":false,""ours"":true},""264_B_ga_ours_q2"":{""ga"":false,""ours"":true},""264_B_ga_ours_q3"":{""ga"":false,""ours"":true},""306_A_ours_instag_q1"":{""instag"":true,""ours"":false},""306_A_ours_instag_q2"":{""instag"":false,""ours"":true},""306_A_ours_instag_q3"":{""instag"":false,""ours"":true},""306_B_ga_ours_q1"":{""ga"":false,""ours"":true},""306_B_ga_ours_q2"":{""ga"":false,""ours"":true},""306_B_ga_ours_q3"":{""ga"":false,""ours"":true},""460_A_ours_instag_q1"":{""instag"":true,""ours"":false},""460_A_ours_instag_q2"":{""instag"":false,""ours"":true},""460_A_ours_instag_q3"":{""instag"":false,""ours"":true}}]"
"3ZZAYRN1JKPIXFFBJTLGVRILA1ATO9","3EETFKUFDE32FVZPI5ZEI39K0WF6FB","Evaluating Lip-Sync Talking Videos","In this task, you will compare 9 pairs of short lip-sync videos (with audio) based on 3 criteria.","Computer vision, Lip-Sync, Evaluation, User study, Computer graphic, AI, Machine learning, Deep learning","$0.30","Thu May 22 00:36:47 PDT 2025","1","BatchId:5321077;OriginalHitTemplateId:920937340;","1800","259200","Fri May 23 00:36:47 PDT 2025","","","3SBEHTYCW2175Z1WL60C8VA8992IYN","A2G29RSB5UGTU0","Submitted","Thu May 22 01:07:10 PDT 2025","Thu May 22 01:15:33 PDT 2025","Sun May 25 01:15:33 PDT 2025","","","","503","0% (0/0)","0% (0/0)","0% (0/0)","pair_304_A_instag_vs_ours#pair_264_A_ga_vs_ours#pair_264_A_talkg_vs_ours#pair_104_B_ours_vs_instag#pair_264_A_ours_vs_instag#pair_306_B_ours_vs_talkg#pair_306_B_ours_vs_ga#pair_253_A_talkg_vs_ours#pair_104_B_ours_vs_ga","[{""104_B_ours_ga_q1"":{""ga"":false,""ours"":true},""104_B_ours_ga_q2"":{""ga"":false,""ours"":true},""104_B_ours_ga_q3"":{""ga"":false,""ours"":true},""104_B_ours_instag_q1"":{""instag"":false,""ours"":true},""104_B_ours_instag_q2"":{""instag"":false,""ours"":true},""104_B_ours_instag_q3"":{""instag"":false,""ours"":true},""253_A_talkg_ours_q1"":{""ours"":true,""talkg"":false},""253_A_talkg_ours_q2"":{""ours"":true,""talkg"":false},""253_A_talkg_ours_q3"":{""ours"":true,""talkg"":false},""264_A_ga_ours_q1"":{""ga"":false,""ours"":true},""264_A_ga_ours_q2"":{""ga"":false,""ours"":true},""264_A_ga_ours_q3"":{""ga"":false,""ours"":true},""264_A_ours_instag_q1"":{""instag"":true,""ours"":false},""264_A_ours_instag_q2"":{""instag"":true,""ours"":false},""264_A_ours_instag_q3"":{""instag"":true,""ours"":false},""264_A_talkg_ours_q1"":{""ours"":false,""talkg"":true},""264_A_talkg_ours_q2"":{""ours"":false,""talkg"":true},""264_A_talkg_ours_q3"":{""ours"":false,""talkg"":true},""304_A_instag_ours_q1"":{""instag"":false,""ours"":true},""304_A_instag_ours_q2"":{""instag"":false,""ours"":true},""304_A_instag_ours_q3"":{""instag"":false,""ours"":true},""306_B_ours_ga_q1"":{""ga"":false,""ours"":true},""306_B_ours_ga_q2"":{""ga"":false,""ours"":true},""306_B_ours_ga_q3"":{""ga"":false,""ours"":true},""306_B_ours_talkg_q1"":{""ours"":true,""talkg"":false},""306_B_ours_talkg_q2"":{""ours"":true,""talkg"":false},""306_B_ours_talkg_q3"":{""ours"":true,""talkg"":false}}]"
"3J9L0X0VETK7I9FZC979LLUVJW79W2","3EETFKUFDE32FVZPI5ZEI39K0WF6FB","Evaluating Lip-Sync Talking Videos","In this task, you will compare 9 pairs of short lip-sync videos (with audio) based on 3 criteria.","Computer vision, Lip-Sync, Evaluation, User study, Computer graphic, AI, Machine learning, Deep learning","$0.30","Thu May 22 00:36:47 PDT 2025","1","BatchId:5321077;OriginalHitTemplateId:920937340;","1800","259200","Fri May 23 00:36:47 PDT 2025","","","3D8YOU6S9TIAV6MQ94UY87EQ4UW6UJ","A1BZBU6HF1UJ08","Submitted","Thu May 22 01:07:00 PDT 2025","Thu May 22 01:13:07 PDT 2025","Sun May 25 01:13:07 PDT 2025","","","","367","0% (0/0)","0% (0/0)","0% (0/0)","pair_306_B_ours_vs_ga#pair_460_B_ours_vs_instag#pair_460_A_ours_vs_talkg#pair_460_B_talkg_vs_ours#pair_074_A_ours_vs_instag#pair_253_A_talkg_vs_ours#pair_264_A_instag_vs_ours#pair_264_B_talkg_vs_ours#pair_104_A_ours_vs_talkg","[{""074_A_ours_instag_q1"":{""instag"":false,""ours"":true},""074_A_ours_instag_q2"":{""instag"":false,""ours"":true},""074_A_ours_instag_q3"":{""instag"":false,""ours"":true},""104_A_ours_talkg_q1"":{""ours"":true,""talkg"":false},""104_A_ours_talkg_q2"":{""ours"":true,""talkg"":false},""104_A_ours_talkg_q3"":{""ours"":true,""talkg"":false},""253_A_talkg_ours_q1"":{""ours"":true,""talkg"":false},""253_A_talkg_ours_q2"":{""ours"":true,""talkg"":false},""253_A_talkg_ours_q3"":{""ours"":true,""talkg"":false},""264_A_instag_ours_q1"":{""instag"":false,""ours"":true},""264_A_instag_ours_q2"":{""instag"":false,""ours"":true},""264_A_instag_ours_q3"":{""instag"":false,""ours"":true},""264_B_talkg_ours_q1"":{""ours"":true,""talkg"":false},""264_B_talkg_ours_q2"":{""ours"":true,""talkg"":false},""264_B_talkg_ours_q3"":{""ours"":true,""talkg"":false},""306_B_ours_ga_q1"":{""ga"":false,""ours"":true},""306_B_ours_ga_q2"":{""ga"":false,""ours"":true},""306_B_ours_ga_q3"":{""ga"":false,""ours"":true},""460_A_ours_talkg_q1"":{""ours"":true,""talkg"":false},""460_A_ours_talkg_q2"":{""ours"":true,""talkg"":false},""460_A_ours_talkg_q3"":{""ours"":true,""talkg"":false},""460_B_ours_instag_q1"":{""instag"":false,""ours"":true},""460_B_ours_instag_q2"":{""instag"":false,""ours"":true},""460_B_ours_instag_q3"":{""instag"":false,""ours"":true},""460_B_talkg_ours_q1"":{""ours"":true,""talkg"":false},""460_B_talkg_ours_q2"":{""ours"":true,""talkg"":false},""460_B_talkg_ours_q3"":{""ours"":true,""talkg"":false}}]"
"3R5OYNIC3Q70IFRCYTYVKRNBK66TPQ","3EETFKUFDE32FVZPI5ZEI39K0WF6FB","Evaluating Lip-Sync Talking Videos","In this task, you will compare 9 pairs of short lip-sync videos (with audio) based on 3 criteria.","Computer vision, Lip-Sync, Evaluation, User study, Computer graphic, AI, Machine learning, Deep learning","$0.30","Thu May 22 00:36:47 PDT 2025","1","BatchId:5321077;OriginalHitTemplateId:920937340;","1800","259200","Fri May 23 00:36:47 PDT 2025","","","30BUDKLTXSTXN6PQEL5OCJENMBRE5U","AT9MEI9JKAQGV","Submitted","Thu May 22 00:36:51 PDT 2025","Thu May 22 00:46:14 PDT 2025","Sun May 25 00:46:14 PDT 2025","","","","563","0% (0/0)","0% (0/0)","0% (0/0)","pair_218_A_ours_vs_instag#pair_460_B_ga_vs_ours#pair_302_B_ga_vs_ours#pair_104_A_ours_vs_instag#pair_074_A_ours_vs_instag#pair_304_A_ga_vs_ours#pair_253_A_ours_vs_instag#pair_306_B_instag_vs_ours#pair_302_A_instag_vs_ours","[{""074_A_ours_instag_q1"":{""instag"":false,""ours"":true},""074_A_ours_instag_q2"":{""instag"":false,""ours"":true},""074_A_ours_instag_q3"":{""instag"":true,""ours"":false},""104_A_ours_instag_q1"":{""instag"":false,""ours"":true},""104_A_ours_instag_q2"":{""instag"":false,""ours"":true},""104_A_ours_instag_q3"":{""instag"":false,""ours"":true},""218_A_ours_instag_q1"":{""instag"":false,""ours"":true},""218_A_ours_instag_q2"":{""instag"":false,""ours"":true},""218_A_ours_instag_q3"":{""instag"":false,""ours"":true},""253_A_ours_instag_q1"":{""instag"":false,""ours"":true},""253_A_ours_instag_q2"":{""instag"":false,""ours"":true},""253_A_ours_instag_q3"":{""instag"":true,""ours"":false},""302_A_instag_ours_q1"":{""instag"":true,""ours"":false},""302_A_instag_ours_q2"":{""instag"":false,""ours"":true},""302_A_instag_ours_q3"":{""instag"":true,""ours"":false},""302_B_ga_ours_q1"":{""ga"":false,""ours"":true},""302_B_ga_ours_q2"":{""ga"":false,""ours"":true},""302_B_ga_ours_q3"":{""ga"":true,""ours"":false},""304_A_ga_ours_q1"":{""ga"":true,""ours"":false},""304_A_ga_ours_q2"":{""ga"":true,""ours"":false},""304_A_ga_ours_q3"":{""ga"":false,""ours"":true},""306_B_instag_ours_q1"":{""instag"":true,""ours"":false},""306_B_instag_ours_q2"":{""instag"":true,""ours"":false},""306_B_instag_ours_q3"":{""instag"":false,""ours"":true},""460_B_ga_ours_q1"":{""ga"":false,""ours"":true},""460_B_ga_ours_q2"":{""ga"":false,""ours"":true},""460_B_ga_ours_q3"":{""ga"":false,""ours"":true}}]"
"3XJOUITW98PLIRSRY6DKKWDLP2STQH","3EETFKUFDE32FVZPI5ZEI39K0WF6FB","Evaluating Lip-Sync Talking Videos","In this task, you will compare 9 pairs of short lip-sync videos (with audio) based on 3 criteria.","Computer vision, Lip-Sync, Evaluation, User study, Computer graphic, AI, Machine learning, Deep learning","$0.30","Thu May 22 00:36:48 PDT 2025","1","BatchId:5321077;OriginalHitTemplateId:920937340;","1800","259200","Fri May 23 00:36:48 PDT 2025","","","34T446B1CFCJV1JBLOTH50ITKR3C0E","ABZQH9O8CO3ON","Submitted","Thu May 22 00:36:53 PDT 2025","Thu May 22 00:59:40 PDT 2025","Sun May 25 00:59:40 PDT 2025","","","","1367","0% (0/0)","0% (0/0)","0% (0/0)","pair_218_B_ga_vs_ours#pair_264_A_talkg_vs_ours#pair_306_B_ours_vs_ga#pair_304_A_ours_vs_instag#pair_074_B_instag_vs_ours#pair_304_A_talkg_vs_ours#pair_304_A_ours_vs_ga#pair_306_B_ours_vs_talkg#pair_302_B_ours_vs_ga","[{""074_B_instag_ours_q1"":{""instag"":false,""ours"":true},""074_B_instag_ours_q2"":{""instag"":false,""ours"":true},""074_B_instag_ours_q3"":{""instag"":false,""ours"":true},""218_B_ga_ours_q1"":{""ga"":false,""ours"":true},""218_B_ga_ours_q2"":{""ga"":false,""ours"":true},""218_B_ga_ours_q3"":{""ga"":false,""ours"":true},""264_A_talkg_ours_q1"":{""ours"":true,""talkg"":false},""264_A_talkg_ours_q2"":{""ours"":true,""talkg"":false},""264_A_talkg_ours_q3"":{""ours"":true,""talkg"":false},""302_B_ours_ga_q1"":{""ga"":false,""ours"":true},""302_B_ours_ga_q2"":{""ga"":false,""ours"":true},""302_B_ours_ga_q3"":{""ga"":false,""ours"":true},""304_A_ours_ga_q1"":{""ga"":false,""ours"":true},""304_A_ours_ga_q2"":{""ga"":false,""ours"":true},""304_A_ours_ga_q3"":{""ga"":false,""ours"":true},""304_A_ours_instag_q1"":{""instag"":false,""ours"":true},""304_A_ours_instag_q2"":{""instag"":false,""ours"":true},""304_A_ours_instag_q3"":{""instag"":true,""ours"":false},""304_A_talkg_ours_q1"":{""ours"":false,""talkg"":true},""304_A_talkg_ours_q2"":{""ours"":false,""talkg"":true},""304_A_talkg_ours_q3"":{""ours"":true,""talkg"":false},""306_B_ours_ga_q1"":{""ga"":false,""ours"":true},""306_B_ours_ga_q2"":{""ga"":false,""ours"":true},""306_B_ours_ga_q3"":{""ga"":false,""ours"":true},""306_B_ours_talkg_q1"":{""ours"":true,""talkg"":false},""306_B_ours_talkg_q2"":{""ours"":true,""talkg"":false},""306_B_ours_talkg_q3"":{""ours"":true,""talkg"":false}}]"
"3G3AJKPCYZQAA84NAFT6PA4V8CT4Y0","3EETFKUFDE32FVZPI5ZEI39K0WF6FB","Evaluating Lip-Sync Talking Videos","In this task, you will compare 9 pairs of short lip-sync videos (with audio) based on 3 criteria.","Computer vision, Lip-Sync, Evaluation, User study, Computer graphic, AI, Machine learning, Deep learning","$0.30","Thu May 22 00:36:48 PDT 2025","1","BatchId:5321077;OriginalHitTemplateId:920937340;","1800","259200","Fri May 23 00:36:48 PDT 2025","","","3GU1KF0O4XZ39DVPO9CC9HDJAEFBPD","A3K6RBVI4HMYN0","Submitted","Thu May 22 00:40:59 PDT 2025","Thu May 22 00:57:34 PDT 2025","Sun May 25 00:57:34 PDT 2025","","","","995","0% (0/0)","0% (0/0)","0% (0/0)","pair_104_A_ours_vs_talkg#pair_306_A_ours_vs_instag#pair_264_B_ours_vs_instag#pair_302_B_ga_vs_ours#pair_306_B_ours_vs_talkg#pair_104_B_ga_vs_ours#pair_074_B_ours_vs_ga#pair_218_B_ours_vs_talkg#pair_304_A_talkg_vs_ours","[{""074_B_ours_ga_q1"":{""ga"":false,""ours"":true},""074_B_ours_ga_q2"":{""ga"":false,""ours"":true},""074_B_ours_ga_q3"":{""ga"":false,""ours"":true},""104_A_ours_talkg_q1"":{""ours"":false,""talkg"":true},""104_A_ours_talkg_q2"":{""ours"":true,""talkg"":false},""104_A_ours_talkg_q3"":{""ours"":true,""talkg"":false},""104_B_ga_ours_q1"":{""ga"":false,""ours"":true},""104_B_ga_ours_q2"":{""ga"":false,""ours"":true},""104_B_ga_ours_q3"":{""ga"":false,""ours"":true},""218_B_ours_talkg_q1"":{""ours"":true,""talkg"":false},""218_B_ours_talkg_q2"":{""ours"":true,""talkg"":false},""218_B_ours_talkg_q3"":{""ours"":true,""talkg"":false},""264_B_ours_instag_q1"":{""instag"":false,""ours"":true},""264_B_ours_instag_q2"":{""instag"":true,""ours"":false},""264_B_ours_instag_q3"":{""instag"":true,""ours"":false},""302_B_ga_ours_q1"":{""ga"":false,""ours"":true},""302_B_ga_ours_q2"":{""ga"":false,""ours"":true},""302_B_ga_ours_q3"":{""ga"":false,""ours"":true},""304_A_talkg_ours_q1"":{""ours"":false,""talkg"":true},""304_A_talkg_ours_q2"":{""ours"":false,""talkg"":true},""304_A_talkg_ours_q3"":{""ours"":false,""talkg"":true},""306_A_ours_instag_q1"":{""instag"":true,""ours"":false},""306_A_ours_instag_q2"":{""instag"":true,""ours"":false},""306_A_ours_instag_q3"":{""instag"":false,""ours"":true},""306_B_ours_talkg_q1"":{""ours"":true,""talkg"":false},""306_B_ours_talkg_q2"":{""ours"":true,""talkg"":false},""306_B_ours_talkg_q3"":{""ours"":true,""talkg"":false}}]"
"3N7PQ0KLJJNRM74SA0CT82K9C0SE3A","3EETFKUFDE32FVZPI5ZEI39K0WF6FB","Evaluating Lip-Sync Talking Videos","In this task, you will compare 9 pairs of short lip-sync videos (with audio) based on 3 criteria.","Computer vision, Lip-Sync, Evaluation, User study, Computer graphic, AI, Machine learning, Deep learning","$0.30","Thu May 22 00:36:48 PDT 2025","1","BatchId:5321077;OriginalHitTemplateId:920937340;","1800","259200","Fri May 23 00:36:48 PDT 2025","","","3IUZPWIU135UMPWK68300E45Q4QWKA","A2TDHNWZL5BC6E","Submitted","Thu May 22 01:07:00 PDT 2025","Thu May 22 01:17:24 PDT 2025","Sun May 25 01:17:24 PDT 2025","","","","624","0% (0/0)","0% (0/0)","0% (0/0)","pair_306_A_ga_vs_ours#pair_304_B_talkg_vs_ours#pair_304_A_talkg_vs_ours#pair_074_A_ours_vs_instag#pair_460_A_instag_vs_ours#pair_304_A_instag_vs_ours#pair_253_B_ours_vs_talkg#pair_460_B_ours_vs_ga#pair_074_A_ours_vs_talkg","[{""074_A_ours_instag_q1"":{""instag"":false,""ours"":true},""074_A_ours_instag_q2"":{""instag"":false,""ours"":true},""074_A_ours_instag_q3"":{""instag"":true,""ours"":false},""074_A_ours_talkg_q1"":{""ours"":false,""talkg"":true},""074_A_ours_talkg_q2"":{""ours"":false,""talkg"":true},""074_A_ours_talkg_q3"":{""ours"":true,""talkg"":false},""253_B_ours_talkg_q1"":{""ours"":false,""talkg"":true},""253_B_ours_talkg_q2"":{""ours"":false,""talkg"":true},""253_B_ours_talkg_q3"":{""ours"":true,""talkg"":false},""304_A_instag_ours_q1"":{""instag"":true,""ours"":false},""304_A_instag_ours_q2"":{""instag"":false,""ours"":true},""304_A_instag_ours_q3"":{""instag"":true,""ours"":false},""304_A_talkg_ours_q1"":{""ours"":true,""talkg"":false},""304_A_talkg_ours_q2"":{""ours"":true,""talkg"":false},""304_A_talkg_ours_q3"":{""ours"":false,""talkg"":true},""304_B_talkg_ours_q1"":{""ours"":false,""talkg"":true},""304_B_talkg_ours_q2"":{""ours"":false,""talkg"":true},""304_B_talkg_ours_q3"":{""ours"":true,""talkg"":false},""306_A_ga_ours_q1"":{""ga"":true,""ours"":false},""306_A_ga_ours_q2"":{""ga"":false,""ours"":true},""306_A_ga_ours_q3"":{""ga"":true,""ours"":false},""460_A_instag_ours_q1"":{""instag"":false,""ours"":true},""460_A_instag_ours_q2"":{""instag"":true,""ours"":false},""460_A_instag_ours_q3"":{""instag"":false,""ours"":true},""460_B_ours_ga_q1"":{""ga"":false,""ours"":true},""460_B_ours_ga_q2"":{""ga"":false,""ours"":true},""460_B_ours_ga_q3"":{""ga"":true,""ours"":false}}]"
"379OL9DBT6CB7EAZRAPX6IFBU479Y1","3EETFKUFDE32FVZPI5ZEI39K0WF6FB","Evaluating Lip-Sync Talking Videos","In this task, you will compare 9 pairs of short lip-sync videos (with audio) based on 3 criteria.","Computer vision, Lip-Sync, Evaluation, User study, Computer graphic, AI, Machine learning, Deep learning","$0.30","Thu May 22 00:36:48 PDT 2025","1","BatchId:5321077;OriginalHitTemplateId:920937340;","1800","259200","Fri May 23 00:36:48 PDT 2025","","","3YDGXNSEOESYIMBZND0EFHCNBC048I","AAB9IMQ2GXZRL","Submitted","Thu May 22 01:07:21 PDT 2025","Thu May 22 01:27:25 PDT 2025","Sun May 25 01:27:25 PDT 2025","","","","1204","0% (0/0)","0% (0/0)","0% (0/0)","pair_218_A_ga_vs_ours#pair_304_A_ours_vs_talkg#pair_264_A_ours_vs_ga#pair_304_B_ours_vs_ga#pair_253_B_talkg_vs_ours#pair_302_B_ours_vs_talkg#pair_074_A_instag_vs_ours#pair_460_B_ours_vs_ga#pair_264_B_ours_vs_talkg","[{""074_A_instag_ours_q1"":{""instag"":true,""ours"":false},""074_A_instag_ours_q2"":{""instag"":true,""ours"":false},""074_A_instag_ours_q3"":{""instag"":false,""ours"":true},""218_A_ga_ours_q1"":{""ga"":false,""ours"":true},""218_A_ga_ours_q2"":{""ga"":true,""ours"":false},""218_A_ga_ours_q3"":{""ga"":true,""ours"":false},""253_B_talkg_ours_q1"":{""ours"":false,""talkg"":true},""253_B_talkg_ours_q2"":{""ours"":false,""talkg"":true},""253_B_talkg_ours_q3"":{""ours"":false,""talkg"":true},""264_A_ours_ga_q1"":{""ga"":false,""ours"":true},""264_A_ours_ga_q2"":{""ga"":false,""ours"":true},""264_A_ours_ga_q3"":{""ga"":true,""ours"":false},""264_B_ours_talkg_q1"":{""ours"":false,""talkg"":true},""264_B_ours_talkg_q2"":{""ours"":false,""talkg"":true},""264_B_ours_talkg_q3"":{""ours"":false,""talkg"":true},""302_B_ours_talkg_q1"":{""ours"":false,""talkg"":true},""302_B_ours_talkg_q2"":{""ours"":false,""talkg"":true},""302_B_ours_talkg_q3"":{""ours"":false,""talkg"":true},""304_A_ours_talkg_q1"":{""ours"":false,""talkg"":true},""304_A_ours_talkg_q2"":{""ours"":false,""talkg"":true},""304_A_ours_talkg_q3"":{""ours"":false,""talkg"":true},""304_B_ours_ga_q1"":{""ga"":false,""ours"":true},""304_B_ours_ga_q2"":{""ga"":false,""ours"":true},""304_B_ours_ga_q3"":{""ga"":true,""ours"":false},""460_B_ours_ga_q1"":{""ga"":false,""ours"":true},""460_B_ours_ga_q2"":{""ga"":false,""ours"":true},""460_B_ours_ga_q3"":{""ga"":true,""ours"":false}}]"
